Sex,Site,State,APC,Lower,Upper,Sig,Iowa
Both,Other Female Genital,Arkansas,3.9,2.8,5.1,1,0
Both,Other Female Genital,Arizona,3.1,1.8,4.4,1,0
Both,Other Female Genital,California,-1.3,-2.1,-0.4,1,0
Both,Other Female Genital,Colorado,-1.3,-2.4,-0.2,1,0
Both,Other Female Genital,Connecticut,,,,,0
Both,Other Female Genital,District of Columbia,1.9,1.4,2.5,1,0
Both,Other Female Genital,Delaware,2.3,1.5,3,1,0
Both,Other Female Genital,Florida,1.6,1,2.2,1,0
Both,Other Female Genital,Georgia,0.9,0.3,1.6,1,0
Both,Other Female Genital,Hawaii,0.4,-0.7,1.4,0,0
Both,Other Female Genital,Idaho,1.7,0.6,2.7,1,0
Both,Other Female Genital,Illinois,-4.7,-5.4,-4,1,0
Both,Other Female Genital,Indiana,-5.3,-6.3,-4.3,1,0
Both,Other Female Genital,Iowa,-3.9,-4.9,-2.9,1,1
Both,Other Female Genital,Kansas,-1,-2.2,0.1,0,0
Both,Other Female Genital,Kentucky,0.5,-0.7,1.7,0,0
Both,Other Female Genital,Louisiana,0.1,-0.7,1,0,0
Both,Other Female Genital,Massachusetts,0.2,-0.6,1,0,0
Both,Other Female Genital,Maryland,1,0.4,1.7,1,0
Both,Other Female Genital,Maine,1.1,0.5,1.8,1,0
Both,Other Female Genital,Michigan,-0.2,-1.1,0.6,0,0
Both,Other Female Genital,Minnesota,-0.3,-1.2,0.6,0,0
Both,Other Female Genital,Missouri,4.2,3.2,5.2,1,0
Both,Other Female Genital,Montana,3.9,2.9,5,1,0
Both,Other Female Genital,North Carolina,-0.6,-1.5,0.4,0,0
Both,Other Female Genital,North Dakota,-0.9,-1.9,0.1,0,0
Both,Other Female Genital,Nebraska,,,,,0
Both,Other Female Genital,New Hampshire,2.1,1.6,2.6,1,0
Both,Other Female Genital,New Jersey,2.5,1.7,3.4,1,0
Both,Other Female Genital,New Mexico,1.6,0.8,2.3,1,0
Both,Other Female Genital,Nevada,0.8,0.2,1.5,1,0
Both,Other Female Genital,New York,-0.1,-0.8,0.6,0,0
Both,Other Female Genital,Ohio,2,1.1,3.1,1,0
Both,Other Female Genital,Oklahoma,-4.3,-5,-3.6,1,0
Both,Other Female Genital,Oregon,-4.5,-5.4,-3.5,1,0
Both,Other Female Genital,Pennsylvania,-4.1,-5.1,-3.1,1,0
Both,Other Female Genital,Rhode Island,-2.3,-3,-1.6,1,0
Both,Other Female Genital,South Carolina,-2.1,-2.9,-1.4,1,0
Both,Other Female Genital,South Dakota,-2.4,-3.2,-1.6,1,0
Both,Other Female Genital,Tennessee,-0.3,-1.3,0.6,0,0
Both,Other Female Genital,Texas,-0.3,-1.2,0.7,0,0
Both,Other Female Genital,Utah,0.5,-0.2,1.1,0,0
Both,Other Female Genital,Virginia,0.6,-0.1,1.2,0,0
Both,Other Female Genital,Vermont,-0.9,-1.4,-0.4,1,0
Both,Other Female Genital,Washington,-1,-1.5,-0.5,1,0
Both,Other Female Genital,Wisconsin,2,0.9,3.2,1,0
Both,Other Female Genital,West Virginia,2.6,1.3,4,1,0
Both,Other Female Genital,Wyoming,1.9,0.7,3.1,1,0
Female,Other Female Genital,Alaska,-0.5,-1.1,0.1,0,0
Female,Other Female Genital,Alabama,-0.9,-1.6,-0.1,1,0
Female,Other Female Genital,Arkansas,0.2,-0.5,0.8,0,0
Female,Other Female Genital,Arizona,1.7,1.4,2,1,0
Female,Other Female Genital,California,1.5,1.1,1.9,1,0
Female,Other Female Genital,Colorado,1.9,1.4,2.3,1,0
Female,Other Female Genital,Connecticut,0.8,0.4,1.2,1,0
Female,Other Female Genital,District of Columbia,-0.2,-0.8,0.4,0,0
Female,Other Female Genital,Delaware,2.2,1.6,2.7,1,0
Female,Other Female Genital,Florida,-3.7,-4.2,-3.2,1,0
Female,Other Female Genital,Georgia,-4.4,-4.9,-3.8,1,0
Female,Other Female Genital,Hawaii,-3.1,-3.8,-2.4,1,0
Female,Other Female Genital,Idaho,-0.9,-1.7,0,0,0
Female,Other Female Genital,Illinois,-1.5,-2.3,-0.7,1,0
Female,Other Female Genital,Indiana,-0.4,-1.3,0.5,0,0
Female,Other Female Genital,Iowa,-0.9,-1.4,-0.5,1,1
Female,Other Female Genital,Kansas,-0.3,-0.6,0.1,0,0
Female,Other Female Genital,Kentucky,-0.2,-0.5,0.2,0,0
Female,Other Female Genital,Louisiana,-1.5,-2.2,-0.8,1,0
Female,Other Female Genital,Massachusetts,-1.6,-2.3,-0.9,1,0
Female,Other Female Genital,Maryland,1.1,-0.2,2.5,0,0
Female,Other Female Genital,Maine,2.4,1,3.9,1,0
Female,Other Female Genital,Michigan,0.9,-0.4,2.3,0,0
Female,Other Female Genital,Minnesota,,,,,0
Female,Other Female Genital,Missouri,,,,,0
Female,Other Female Genital,Montana,0.5,-0.4,1.4,0,0
Female,Other Female Genital,North Carolina,-0.1,-1,0.7,0,0
Female,Other Female Genital,North Dakota,,,,,0
Female,Other Female Genital,Nebraska,1,-0.1,2.2,0,0
Female,Other Female Genital,New Hampshire,,,,,0
Female,Other Female Genital,New Jersey,,,,,0
Female,Other Female Genital,New Mexico,,,,,0
Female,Other Female Genital,Nevada,,,,,0
Female,Other Female Genital,New York,,,,,0
Female,Other Female Genital,Ohio,-3.2,-4.2,-2.2,1,0
Female,Other Female Genital,Oklahoma,,,,,0
Female,Other Female Genital,Oregon,,,,,0
Female,Other Female Genital,Pennsylvania,,,,,0
Female,Other Female Genital,Rhode Island,,,,,0
Female,Other Female Genital,South Carolina,-1.6,-2.7,-0.5,1,0
Female,Other Female Genital,South Dakota,-1.5,-2.5,-0.4,1,0
Female,Other Female Genital,Tennessee,-1.8,-3.3,-0.2,1,0
Female,Other Female Genital,Texas,-1.9,-3.5,-0.3,1,0
Female,Other Female Genital,Utah,0.7,-1.1,2.5,0,0
Female,Other Female Genital,Virginia,,,,,0
Female,Other Female Genital,Vermont,0.8,-1.1,2.8,0,0
Female,Other Female Genital,Washington,-1.9,-2.5,-1.2,1,0
Female,Other Female Genital,Wisconsin,-2.6,-3.3,-1.8,1,0
Female,Other Female Genital,West Virginia,-0.2,-1.6,1.2,0,0
Female,Other Female Genital,Wyoming,0.7,0.1,1.3,1,0
Both,Male Genital,Alaska,1.1,0.5,1.7,1,0
Both,Male Genital,Alabama,0.3,-0.5,1.1,0,0
Both,Male Genital,Arkansas,-0.1,-0.7,0.6,0,0
Both,Male Genital,Arizona,-1,-1.7,-0.4,1,0
Both,Male Genital,California,1.3,0.4,2.2,1,0
Both,Male Genital,Colorado,-4.3,-4.9,-3.7,1,0
Both,Male Genital,Connecticut,-5.2,-5.9,-4.5,1,0
Both,Male Genital,District of Columbia,-3.3,-4.2,-2.5,1,0
Both,Male Genital,Delaware,-1.5,-2.2,-0.9,1,0
Both,Male Genital,Florida,-2,-2.7,-1.3,1,0
Both,Male Genital,Georgia,-1.2,-2,-0.4,1,0
Both,Male Genital,Hawaii,-0.6,-1.3,0,0,0
Both,Male Genital,Idaho,-0.6,-1.3,0,0,0
Both,Male Genital,Illinois,0.6,-0.1,1.3,0,0
Both,Male Genital,Indiana,0.6,-0.1,1.3,0,0
Both,Male Genital,Iowa,-0.9,-1.6,-0.3,1,1
Both,Male Genital,Kansas,2,0.8,3.2,1,0
Both,Male Genital,Kentucky,,,,,0
Both,Male Genital,Louisiana,1.8,0.5,3.2,1,0
Both,Male Genital,Massachusetts,,,,,0
Both,Male Genital,Maryland,,,,,0
Both,Male Genital,Maine,,,,,0
Both,Male Genital,Michigan,2.2,0.9,3.4,1,0
Both,Male Genital,Minnesota,,,,,0
Both,Male Genital,Missouri,,,,,0
Both,Male Genital,Montana,,,,,0
Both,Male Genital,North Carolina,,,,,0
Both,Male Genital,North Dakota,,,,,0
Both,Male Genital,Nebraska,,,,,0
Both,Male Genital,New Hampshire,,,,,0
Both,Male Genital,New Jersey,3.2,1.7,4.7,1,0
Both,Male Genital,New Mexico,,,,,0
Both,Male Genital,Nevada,,,,,0
Both,Male Genital,New York,,,,,0
Both,Male Genital,Ohio,,,,,0
Both,Male Genital,Oklahoma,1,-0.4,2.3,0,0
Both,Male Genital,Oregon,1.2,-0.2,2.5,0,0
Both,Male Genital,Pennsylvania,0.3,-0.9,1.5,0,0
Both,Male Genital,Rhode Island,0.2,-1,1.4,0,0
Both,Male Genital,South Carolina,2.6,1.2,4,1,0
Both,Male Genital,South Dakota,,,,,0
Both,Male Genital,Tennessee,2,0.5,3.6,1,0
Both,Male Genital,Texas,-1.5,-2.2,-0.8,1,0
Both,Male Genital,Utah,-1.6,-2.5,-0.8,1,0
Both,Male Genital,Virginia,-1.3,-2.3,-0.3,1,0
Both,Male Genital,Vermont,1.5,1.2,1.8,1,0
Both,Male Genital,Washington,1.6,1.2,2,1,0
Both,Male Genital,Wisconsin,1.4,0.9,1.9,1,0
Both,Male Genital,West Virginia,1.2,0.5,1.9,1,0
Both,Male Genital,Wyoming,0.5,-0.2,1.3,0,0
Male,Male Genital,Alaska,2.1,1.4,2.8,1,0
Male,Male Genital,Alabama,-3.8,-4.6,-2.9,1,0
Male,Male Genital,Arkansas,-4.5,-5.4,-3.7,1,0
Male,Male Genital,Arizona,-3,-4.1,-1.9,1,0
Male,Male Genital,California,-0.7,-2,0.7,0,0
Male,Male Genital,Colorado,-0.7,-2,0.7,0,0
Male,Male Genital,Connecticut,-0.7,-2.2,0.8,0,0
Male,Male Genital,District of Columbia,-0.6,-1.4,0.1,0,0
Male,Male Genital,Delaware,-0.6,-1.3,0.2,0,0
Male,Male Genital,Florida,1.4,0.9,2,1,0
Male,Male Genital,Georgia,1.5,0.9,2,1,0
Male,Male Genital,Hawaii,0.6,-0.2,1.4,0,0
Male,Male Genital,Idaho,0.5,-0.3,1.3,0,0
Male,Male Genital,Illinois,1,-0.3,2.3,0,0
Male,Male Genital,Indiana,1.5,-0.2,3.3,0,0
Male,Male Genital,Iowa,0.9,-0.3,2.1,0,1
Male,Male Genital,Kansas,-1.8,-2.2,-1.4,1,0
Male,Male Genital,Kentucky,-0.7,-1.2,-0.2,1,0
Male,Male Genital,Louisiana,1.7,1.4,2,1,0
Male,Male Genital,Massachusetts,1.7,1.3,2.1,1,0
Male,Male Genital,Maryland,1.6,1.2,2,1,0
Male,Male Genital,Maine,0.4,0.2,0.7,1,0
Male,Male Genital,Michigan,-0.5,-0.8,-0.1,1,0
Male,Male Genital,Minnesota,1.7,1.4,2,1,0
Male,Male Genital,Missouri,-5.3,-5.7,-5,1,0
Male,Male Genital,Montana,-4.4,-4.9,-3.9,1,0
Male,Male Genital,North Carolina,-1.5,-2.2,-0.9,1,0
Male,Male Genital,North Dakota,-2.2,-2.9,-1.5,1,0
Male,Male Genital,Nebraska,-1,-1.7,-0.4,1,0
Male,Male Genital,New Hampshire,-0.2,-0.6,0.2,0,0
Male,Male Genital,New Jersey,-0.1,-0.5,0.3,0,0
Male,Male Genital,New Mexico,1.6,1.4,1.8,1,0
Male,Male Genital,Nevada,1.7,1.5,1.9,1,0
Male,Male Genital,New York,-0.4,-0.8,0,0,0
Male,Male Genital,Ohio,-0.5,-0.9,-0.1,1,0
Male,Male Genital,Oklahoma,1.7,1,2.4,1,0
Male,Male Genital,Oregon,2.2,1.7,2.8,1,0
Male,Male Genital,Pennsylvania,1.6,0.8,2.3,1,0
Male,Male Genital,Rhode Island,-0.6,-1.7,0.4,0,0
Male,Male Genital,South Carolina,,,,,0
Male,Male Genital,South Dakota,,,,,0
Male,Male Genital,Tennessee,3.3,2.7,3.8,1,0
Male,Male Genital,Texas,2.9,2.1,3.8,1,0
Male,Male Genital,Utah,3.6,2.8,4.5,1,0
Male,Male Genital,Virginia,1.7,0.7,2.8,1,0
Male,Male Genital,Vermont,0.9,-0.4,2.1,0,0
Male,Male Genital,Washington,,,,,0
Male,Male Genital,Wisconsin,,,,,0
Male,Male Genital,West Virginia,,,,,0
Male,Male Genital,Wyoming,,,,,0
Both,Thyroid,Alaska,1.6,0.9,2.3,1,0
Both,Thyroid,Alabama,0.6,-0.2,1.5,0,0
Both,Thyroid,Arkansas,2.4,1.6,3.2,1,0
Both,Thyroid,Arizona,-0.4,-1.3,0.4,0,0
Both,Thyroid,California,-0.4,-1.2,0.5,0,0
Both,Thyroid,Colorado,0.8,0,1.6,0,0
Both,Thyroid,Connecticut,0.9,0.1,1.7,1,0
Both,Thyroid,District of Columbia,-1.1,-1.8,-0.3,1,0
Both,Thyroid,Delaware,-1.1,-1.9,-0.4,1,0
Both,Thyroid,Florida,1.9,0.9,3,1,0
Both,Thyroid,Georgia,2.6,1,4.2,1,0
Both,Thyroid,Hawaii,1.8,0.7,2.9,1,0
Both,Thyroid,Idaho,-0.6,-1.3,0.1,0,0
Both,Thyroid,Illinois,-1,-1.7,-0.4,1,0
Both,Thyroid,Indiana,0.4,-0.8,1.6,0,0
Both,Thyroid,Iowa,1.4,1,1.9,1,1
Both,Thyroid,Kansas,1.6,1,2.3,1,0
Both,Thyroid,Kentucky,0.7,0.1,1.4,1,0
Both,Thyroid,Louisiana,-0.2,-0.9,0.5,0,0
Both,Thyroid,Massachusetts,1.9,0.9,2.8,1,0
Both,Thyroid,Maryland,-4.2,-5,-3.3,1,0
Both,Thyroid,Maine,-5.3,-6.3,-4.3,1,0
Both,Thyroid,Michigan,-3,-3.9,-2.1,1,0
Both,Thyroid,Minnesota,-1.6,-2.5,-0.7,1,0
Both,Thyroid,Missouri,-2.5,-3.6,-1.4,1,0
Both,Thyroid,Montana,-0.6,-1.1,0,0,0
Both,Thyroid,North Carolina,-0.5,-1,0.1,0,0
Both,Thyroid,North Dakota,0.3,-0.3,0.8,0,0
Both,Thyroid,Nebraska,0.4,-0.2,0.9,0,0
Both,Thyroid,New Hampshire,-1.6,-2.5,-0.8,1,0
Both,Thyroid,New Jersey,-1.7,-2.6,-0.8,1,0
Both,Thyroid,New Mexico,2.4,1,3.8,1,0
Both,Thyroid,Nevada,3,1.7,4.3,1,0
Both,Thyroid,New York,2.3,0.8,3.9,1,0
Both,Thyroid,Ohio,,,,,0
Both,Thyroid,Oklahoma,,,,,0
Both,Thyroid,Oregon,,,,,0
Both,Thyroid,Pennsylvania,2.2,0.7,3.8,1,0
Both,Thyroid,Rhode Island,,,,,0
Both,Thyroid,South Carolina,,,,,0
Both,Thyroid,South Dakota,,,,,0
Both,Thyroid,Tennessee,,,,,0
Both,Thyroid,Texas,,,,,0
Both,Thyroid,Utah,,,,,0
Both,Thyroid,Virginia,,,,,0
Both,Thyroid,Vermont,,,,,0
Both,Thyroid,Washington,-0.8,-2,0.4,0,0
Both,Thyroid,Wisconsin,,,,,0
Both,Thyroid,West Virginia,-1.3,-2.8,0.2,0,0
Both,Thyroid,Wyoming,,,,,0
Male,Thyroid,Alaska,,,,,0
Male,Thyroid,Alabama,,,,,0
Male,Thyroid,Arkansas,,,,,0
Male,Thyroid,Arizona,,,,,0
Male,Thyroid,California,,,,,0
Male,Thyroid,Colorado,1.2,-0.5,2.8,0,0
Male,Thyroid,Connecticut,,,,,0
Male,Thyroid,District of Columbia,1.2,-0.7,3.2,0,0
Male,Thyroid,Delaware,-0.5,-1.1,0.1,0,0
Male,Thyroid,Florida,-1,-1.7,-0.3,1,0
Male,Thyroid,Georgia,0.3,-0.8,1.3,0,0
Male,Thyroid,Hawaii,2.9,2.5,3.4,1,0
Male,Thyroid,Idaho,2.8,2.2,3.3,1,0
Male,Thyroid,Illinois,3.1,2.5,3.7,1,0
Male,Thyroid,Indiana,0.3,-0.4,0.9,0,0
Male,Thyroid,Iowa,-0.7,-1.3,-0.1,1,1
Male,Thyroid,Kansas,-4.5,-5.2,-3.8,1,0
Male,Thyroid,Kentucky,-5.1,-6.2,-4,1,0
Male,Thyroid,Louisiana,-3.9,-4.7,-3.2,1,0
Male,Thyroid,Massachusetts,-2.1,-2.6,-1.5,1,0
Male,Thyroid,Maryland,-2.2,-2.8,-1.5,1,0
Male,Thyroid,Maine,-1.9,-2.6,-1.3,1,0
Male,Thyroid,Michigan,-0.6,-1.3,0.1,0,0
Male,Thyroid,Minnesota,-0.5,-1.2,0.2,0,0
Male,Thyroid,Missouri,0.3,-0.1,0.8,0,0
Male,Thyroid,Montana,-1.7,-2.4,-1,1,0
Male,Thyroid,North Carolina,-1.8,-2.5,-1.1,1,0
Male,Thyroid,North Dakota,1.1,0.3,1.8,1,0
Male,Thyroid,Nebraska,1.5,0.4,2.7,1,0
Male,Thyroid,New Hampshire,1,0.3,1.8,1,0
Male,Thyroid,New Jersey,-1.1,-1.7,-0.4,1,0
Male,Thyroid,New Mexico,-1.1,-1.9,-0.4,1,0
Male,Thyroid,Nevada,-1,-2,0.1,0,0
Male,Thyroid,New York,2.7,2.2,3.3,1,0
Male,Thyroid,Ohio,2.8,2.1,3.5,1,0
Male,Thyroid,Oklahoma,2.7,2.1,3.2,1,0
Male,Thyroid,Oregon,1.5,1.1,2,1,0
Male,Thyroid,Pennsylvania,1.1,0.4,1.8,1,0
Male,Thyroid,Rhode Island,2,1.5,2.6,1,0
Male,Thyroid,South Carolina,-3.8,-4.4,-3.2,1,0
Male,Thyroid,South Dakota,-3.9,-4.6,-3.2,1,0
Male,Thyroid,Tennessee,-3.6,-4.7,-2.6,1,0
Male,Thyroid,Texas,1.3,0.5,2.1,1,0
Male,Thyroid,Utah,0.2,-0.5,0.9,0,0
Male,Thyroid,Virginia,2,1,2.9,1,0
Male,Thyroid,Vermont,-0.1,-0.9,0.7,0,0
Male,Thyroid,Washington,0,-0.9,0.8,0,0
Male,Thyroid,Wisconsin,-0.5,-1.1,0.2,0,0
Male,Thyroid,West Virginia,-0.4,-1,0.2,0,0
Male,Thyroid,Wyoming,-1,-1.6,-0.3,1,0
Female,Thyroid,Alaska,-1,-1.7,-0.4,1,0
Female,Thyroid,Alabama,2.2,1.2,3.3,1,0
Female,Thyroid,Arkansas,2.9,1.4,4.4,1,0
Female,Thyroid,Arizona,2.1,1,3.2,1,0
Female,Thyroid,California,-0.5,-1.5,0.6,0,0
Female,Thyroid,Colorado,-0.7,-2,0.6,0,0
Female,Thyroid,Connecticut,,,,,0
Female,Thyroid,District of Columbia,1.6,0.8,2.4,1,0
Female,Thyroid,Delaware,2,1.1,3,1,0
Female,Thyroid,Florida,1,-0.1,2.1,0,0
Female,Thyroid,Georgia,2.1,1.5,2.7,1,0
Female,Thyroid,Hawaii,1.4,0.5,2.4,1,0
Female,Thyroid,Idaho,3,1.9,4,1,0
Female,Thyroid,Illinois,-2.8,-3.9,-1.8,1,0
Female,Thyroid,Indiana,-3.9,-5.1,-2.7,1,0
Female,Thyroid,Iowa,-1.9,-3.3,-0.5,1,1
Female,Thyroid,Kansas,-0.4,-1.5,0.7,0,0
Female,Thyroid,Kentucky,1.2,0.1,2.3,1,0
Female,Thyroid,Louisiana,-0.5,-1.3,0.4,0,0
Female,Thyroid,Massachusetts,-0.3,-1.2,0.6,0,0
Female,Thyroid,Maryland,1.5,0.6,2.4,1,0
Female,Thyroid,Maine,1.7,0.8,2.6,1,0
Female,Thyroid,Michigan,-0.3,-1.1,0.6,0,0
Female,Thyroid,Minnesota,-0.4,-1.3,0.4,0,0
Female,Thyroid,Missouri,4,2.7,5.3,1,0
Female,Thyroid,Montana,4.1,2.7,5.5,1,0
Female,Thyroid,North Carolina,,,,,0
Female,Thyroid,North Dakota,,,,,0
Female,Thyroid,Nebraska,,,,,0
Female,Thyroid,New Hampshire,,,,,0
Female,Thyroid,New Jersey,,,,,0
Female,Thyroid,New Mexico,,,,,0
Female,Thyroid,Nevada,,,,,0
Female,Thyroid,New York,,,,,0
Female,Thyroid,Ohio,,,,,0
Female,Thyroid,Oklahoma,,,,,0
Female,Thyroid,Oregon,,,,,0
Female,Thyroid,Pennsylvania,,,,,0
Female,Thyroid,Rhode Island,-0.4,-1.9,1.2,0,0
Female,Thyroid,South Carolina,,,,,0
Female,Thyroid,South Dakota,,,,,0
Female,Thyroid,Tennessee,,,,,0
Female,Thyroid,Texas,,,,,0
Female,Thyroid,Utah,,,,,0
Female,Thyroid,Virginia,,,,,0
Female,Thyroid,Vermont,,,,,0
Female,Thyroid,Washington,,,,,0
Female,Thyroid,Wisconsin,2.4,1.2,3.7,1,0
Female,Thyroid,West Virginia,,,,,0
Female,Thyroid,Wyoming,2.4,0.9,3.9,1,0
